City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches (last 3 hrs),Snow inches (last 3 hrs)
0,Utrecht,NL,2020-02-24 05:52:38,52.0,5.25,43.0,86,90,6.93,overcast clouds,0.0,0.0
1,Neiafu,TO,2020-02-24 05:55:24,-18.65,-173.98,84.2,79,20,9.17,few clouds,0.0,0.0
2,Klaksvik,FO,2020-02-24 05:55:25,62.23,-6.59,39.2,69,80,17.22,light snow,0.0,0.014960629921259844
3,Aklavik,CA,2020-02-24 05:55:25,68.22,-135.01,-4.0,76,90,2.24,light snow,0.0,0.0
4,Quesnel,CA,2020-02-24 05:55:25,53.0,-122.5,28.4,100,90,3.36,mist,0.0,0.0
5,Georgetown,MY,2020-02-24 05:55:12,5.41,100.34,89.6,55,20,10.29,few clouds,0.0,0.0
6,Busselton,AU,2020-02-24 05:55:25,-33.65,115.33,77.0,36,99,13.78,overcast clouds,0.0,0.0
7,Bairiki,KI,2020-02-24 05:55:26,1.33,172.98,87.8,74,20,6.93,few clouds,0.0,0.0
8,Porto Novo,BJ,2020-02-24 05:55:26,6.5,2.6,84.2,89,40,6.93,scattered clouds,0.0,0.0
9,Santo Anastacio,BR,2020-02-24 05:52:09,-21.84,-51.61,73.4,69,75,10.29,broken clouds,0.0,0.0
10,Rikitea,PF,2020-02-24 05:55:26,-23.12,-134.97,79.81,71,7,6.71,clear sky,0.0,0.0
11,Avarua,CK,2020-02-24 05:55:26,-21.21,-159.78,78.8,94,100,3.36,light rain,0.007480314960629922,0.0
12,Norman Wells,CA,2020-02-24 05:55:27,65.28,-126.83,1.4,84,75,4.7,light snow,0.0,0.0
13,Kuytun,RU,2020-02-24 05:55:27,54.34,101.5,14.7,89,79,4.03,broken clouds,0.0,0.0
14,Ushuaia,AR,2020-02-24 05:55:27,-54.8,-68.3,42.8,70,90,20.8,light rain,0.0,0.0
15,Mataura,NZ,2020-02-24 05:55:27,-46.19,168.86,62.92,70,6,6.62,clear sky,0.0,0.0
16,General Pico,AR,2020-02-24 05:55:05,-35.66,-63.76,67.26,37,0,13.06,clear sky,0.0,0.0
17,Havelock,US,2020-02-24 05:55:28,34.88,-76.9,44.6,80,40,3.91,scattered clouds,0.0,0.0
18,Litovko,RU,2020-02-24 05:55:28,49.24,135.17,19.74,84,100,3.65,overcast clouds,0.0,0.0
19,Punta Arenas,CL,2020-02-24 05:55:06,-53.15,-70.92,44.01,75,50,18.99,light rain,0.00984251968503937,0.0
20,Banda Aceh,ID,2020-02-24 05:55:03,5.56,95.32,88.05,56,52,10.04,broken clouds,0.0,0.0
21,Ryotsu,JP,2020-02-24 05:55:28,38.08,138.43,51.8,66,75,6.93,broken clouds,0.0,0.0
22,Marsa Matruh,EG,2020-02-24 05:50:58,31.35,27.25,53.6,71,75,11.41,broken clouds,0.0,0.0
23,Katsuura,JP,2020-02-24 05:55:29,35.13,140.3,63.0,44,20,9.17,few clouds,0.0,0.0
24,Bafq,IR,2020-02-24 05:55:29,31.61,55.41,66.13,18,68,10.74,broken clouds,0.0,0.0
25,Urengoy,RU,2020-02-24 05:51:04,65.97,78.37,27.66,89,100,21.14,light snow,0.0,0.004724409448818898
26,Codrington,AU,2020-02-24 05:55:29,-38.27,141.97,62.76,86,75,13.65,broken clouds,0.0,0.0
27,Vaini,TO,2020-02-24 05:55:30,-21.2,-175.2,80.6,88,40,6.93,scattered clouds,0.0,0.0
28,Kahului,US,2020-02-24 05:50:51,20.89,-156.47,75.2,69,40,10.29,scattered clouds,0.0,0.0
29,Ribeira Grande,PT,2020-02-24 05:55:30,38.52,-28.7,55.4,84,90,8.21,overcast clouds,0.0,0.0
30,Plettenberg Bay,ZA,2020-02-24 05:55:30,-34.05,23.37,62.76,68,0,0.27,clear sky,0.0,0.0
31,Saint-Pierre,RE,2020-02-24 05:55:30,-21.34,55.48,84.2,65,25,5.82,scattered clouds,0.0,0.0
32,Bambous Virieux,MU,2020-02-24 05:55:31,-20.34,57.76,82.4,78,20,2.44,few clouds,0.0,0.0
33,Bluff,NZ,2020-02-24 05:55:31,-46.6,168.33,60.69,68,25,12.53,scattered clouds,0.0,0.0
34,Hilo,US,2020-02-24 05:55:31,19.73,-155.09,75.2,69,90,1.1,overcast clouds,0.0,0.0
35,Skjervoy,NO,2020-02-24 05:55:31,70.03,20.97,30.2,92,90,35.57,light shower snow,0.0,0.0
36,Bredasdorp,ZA,2020-02-24 05:55:31,-34.53,20.04,64.99,87,0,3.36,clear sky,0.0,0.0
37,Birecik,TR,2020-02-24 05:55:32,37.03,37.99,46.4,87,75,5.82,broken clouds,0.0,0.0
38,Jamestown,US,2020-02-24 05:55:32,42.1,-79.24,44.6,44,1,13.87,clear sky,0.0,0.0
39,Huarmey,PE,2020-02-24 05:55:32,-10.07,-78.15,74.53,67,98,0.09,overcast clouds,0.0,0.0
40,Hobyo,SO,2020-02-24 05:55:32,5.35,48.53,82.67,61,98,19.26,overcast clouds,0.0,0.0
41,Springbok,ZA,2020-02-24 05:55:33,-29.66,17.89,69.8,23,0,18.61,clear sky,0.0,0.0
42,Port Elizabeth,ZA,2020-02-24 05:55:33,-33.92,25.57,60.8,82,11,2.24,few clouds,0.0,0.0
43,Urumqi,CN,2020-02-24 05:55:33,43.8,87.6,35.6,69,98,4.47,smoke,0.0,0.0
44,Butaritari,KI,2020-02-24 05:55:33,3.07,172.79,82.06,84,68,26.22,moderate rain,0.3716535433070866,0.0
45,Kapaa,US,2020-02-24 05:55:34,22.08,-159.32,75.2,64,90,8.05,overcast clouds,0.0,0.0
46,Khatanga,RU,2020-02-24 05:55:34,71.97,102.5,20.1,89,100,18.43,light snow,0.0,0.01968503937007874
47,Arraial Do Cabo,BR,2020-02-24 05:55:34,-22.97,-42.03,73.99,71,100,4.85,overcast clouds,0.0,0.0
48,Anadyr,RU,2020-02-24 05:55:34,64.75,177.48,-11.2,76,58,4.81,broken clouds,0.0,0.0
49,Puerto Ayora,EC,2020-02-24 05:55:35,-0.74,-90.35,77.0,100,88,4.68,overcast clouds,0.0,0.0
50,Provideniya,RU,2020-02-24 05:55:35,64.38,-173.3,-3.96,63,32,2.57,scattered clouds,0.0,0.0
51,Cainta,PH,2020-02-24 05:52:27,14.58,121.12,87.8,62,40,16.11,scattered clouds,0.0,0.0
52,Hermanus,ZA,2020-02-24 05:55:35,-34.42,19.23,66.0,71,0,10.0,clear sky,0.0,0.0
53,Vao,NC,2020-02-24 05:54:16,-22.67,167.48,78.82,72,71,14.16,broken clouds,0.0,0.0
54,Torbay,CA,2020-02-24 05:55:36,47.67,-52.73,28.99,86,20,13.87,few clouds,0.0,0.0
55,San Ramon De La Nueva Oran,AR,2020-02-24 05:55:36,-23.13,-64.33,66.99,88,74,2.71,broken clouds,0.0,0.0
56,Oranjestad,AW,2020-02-24 05:55:20,12.52,-70.03,78.8,69,20,8.05,few clouds,0.0,0.0
57,Hay River,CA,2020-02-24 05:55:36,60.82,-115.8,-13.0,83,20,3.36,few clouds,0.0,0.0
58,Meadow Lake,US,2020-02-24 05:55:36,34.8,-106.54,41.0,69,1,8.05,clear sky,0.0,0.0
59,Guerrero Negro,MX,2020-02-24 05:55:37,27.98,-114.06,58.59,82,98,16.35,overcast clouds,0.0,0.0
60,Daru,PG,2020-02-24 05:55:37,-9.08,143.21,93.72,51,96,5.46,overcast clouds,0.0,0.0
61,Castro,BR,2020-02-24 05:55:37,-24.79,-50.01,57.63,91,100,8.12,overcast clouds,0.0,0.0
62,New Norfolk,AU,2020-02-24 05:55:37,-42.78,147.06,72.0,60,75,14.99,broken clouds,0.0,0.0
63,Upernavik,GL,2020-02-24 05:55:37,72.79,-56.15,-20.83,87,16,4.12,few clouds,0.0,0.0
64,Glendive,US,2020-02-24 05:55:38,47.11,-104.71,32.0,68,20,5.82,few clouds,0.0,0.0
65,Mount Gambier,AU,2020-02-24 05:55:38,-37.83,140.77,77.0,47,75,10.29,broken clouds,0.0,0.0
66,Sola,VU,2020-02-24 05:55:38,-13.88,167.55,84.11,73,0,14.2,clear sky,0.0,0.0
67,Albany,US,2020-02-24 05:54:08,42.6,-73.97,34.0,79,1,5.82,clear sky,0.0,0.0
68,Ahuimanu,US,2020-02-24 05:55:38,21.44,-157.84,77.0,69,20,10.29,few clouds,0.0,0.0
69,Port Hardy,CA,2020-02-24 05:52:37,50.7,-127.42,37.4,97,90,11.41,overcast clouds,0.0,0.0
70,Kota Belud,MY,2020-02-24 05:55:39,6.35,116.43,89.6,59,20,6.93,few clouds,0.0,0.0
71,Port Lincoln,AU,2020-02-24 05:55:39,-34.73,135.87,75.34,55,0,14.92,clear sky,0.0,0.0
72,Kodiak,US,2020-02-24 05:55:39,57.79,-152.41,24.8,41,1,18.34,clear sky,0.0,0.0
73,Sexsmith,CA,2020-02-24 05:55:40,55.35,-118.79,15.01,78,40,2.1,scattered clouds,0.0,0.0
74,Goderich,CA,2020-02-24 05:55:40,43.75,-81.72,41.0,81,0,11.99,clear sky,0.0,0.0
75,Fortuna,US,2020-02-24 05:51:09,40.6,-124.16,48.99,87,20,8.05,few clouds,0.0,0.0
76,Kutum,SD,2020-02-24 05:55:40,14.2,24.67,56.28,33,0,16.13,clear sky,0.0,0.0
77,Sterling,US,2020-02-24 05:52:19,39.01,-77.43,39.99,74,40,2.68,scattered clouds,0.0,0.0
78,Lapua,FI,2020-02-24 05:55:41,62.92,23.17,33.01,74,90,12.75,light snow,0.0,0.0
79,Giyon,ET,2020-02-24 05:55:41,8.53,37.98,68.25,50,90,9.53,overcast clouds,0.0,0.0
80,Russell,US,2020-02-24 05:55:41,32.35,-85.2,53.01,70,90,3.33,overcast clouds,0.0,0.0
81,Mahajanga,MG,2020-02-24 05:55:41,-15.72,46.32,82.4,88,20,6.93,few clouds,0.0,0.0
82,La Roche-Sur-Yon,FR,2020-02-24 05:55:41,46.67,-1.43,50.0,100,90,6.93,overcast clouds,0.0,0.0
83,Dalhousie,IN,2020-02-24 05:55:42,32.53,75.98,62.17,27,19,6.24,few clouds,0.0,0.0
84,Yellowknife,CA,2020-02-24 05:55:42,62.46,-114.35,-11.0,69,5,8.05,clear sky,0.0,0.0
85,Moron,AR,2020-02-24 05:52:58,-34.65,-58.62,73.4,83,0,6.93,clear sky,0.0,0.0
86,Shizilu,CN,2020-02-24 05:55:42,35.17,118.83,50.0,99,100,8.63,light rain,0.03700787401574803,0.0
87,Lompoc,US,2020-02-24 05:55:42,34.64,-120.46,53.01,87,90,15.08,overcast clouds,0.0,0.0
88,Tecoanapa,MX,2020-02-24 05:55:43,16.52,-98.75,70.83,88,0,1.14,clear sky,0.0,0.0
89,Namibe,AO,2020-02-24 05:55:43,-15.2,12.15,73.26,77,74,5.53,broken clouds,0.0,0.0
90,Seidu,SL,2020-02-24 05:55:43,9.02,-10.6,70.57,85,72,1.95,broken clouds,0.0,0.0
91,Pemangkat,ID,2020-02-24 05:55:43,1.17,108.97,84.88,75,35,13.38,light rain,0.022047244094488192,0.0
92,Coahuayana,MX,2020-02-24 05:55:43,18.73,-103.68,70.11,75,0,1.41,clear sky,0.0,0.0
93,Peterhead,GB,2020-02-24 05:55:43,57.51,-1.8,32.0,75,100,1.12,overcast clouds,0.0,0.0
94,Dalvik,IS,2020-02-24 05:55:44,65.97,-18.53,28.13,92,100,11.43,snow,0.0,0.0641732283464567
95,Hobart,AU,2020-02-24 05:52:08,-42.88,147.33,72.0,60,75,14.99,broken clouds,0.0,0.0
96,Cape Town,ZA,2020-02-24 05:55:44,-33.93,18.42,69.01,67,0,11.41,clear sky,0.0,0.0
97,Qaanaaq,GL,2020-02-24 05:55:44,77.48,-69.36,-16.91,54,0,5.46,clear sky,0.0,0.0
98,Srednekolymsk,RU,2020-02-24 05:55:45,67.45,153.68,-20.02,98,97,1.14,overcast clouds,0.0,0.0
99,Sheregesh,RU,2020-02-24 05:55:45,52.92,87.99,25.27,88,90,1.45,overcast clouds,0.0,0.0
100,Tuktoyaktuk,CA,2020-02-24 05:55:45,69.45,-133.04,-9.4,76,75,10.29,light snow,0.0,0.0
101,Salinopolis,BR,2020-02-24 05:55:45,-0.61,-47.36,81.63,82,39,13.47,light rain,0.05905511811023623,0.0
102,East London,ZA,2020-02-24 05:55:45,-33.02,27.91,60.8,82,15,6.93,few clouds,0.0,0.0
103,Vysokogornyy,RU,2020-02-24 05:55:45,50.12,139.15,16.27,84,100,3.56,overcast clouds,0.0,0.0
104,Kuching,MY,2020-02-24 05:52:38,1.55,110.33,80.6,83,40,10.29,light rain,0.0,0.0
105,Chokurdakh,RU,2020-02-24 05:55:46,70.63,147.92,-23.26,98,56,3.51,broken clouds,0.0,0.0
106,Mogzon,RU,2020-02-24 05:55:46,51.74,111.96,16.41,70,21,3.91,few clouds,0.0,0.0
107,Sibenik,HR,2020-02-24 05:55:46,43.73,15.91,44.6,87,100,3.36,overcast clouds,0.0,0.0
108,Vrangel,RU,2020-02-24 05:55:47,42.73,133.08,35.64,69,0,19.69,clear sky,0.0,0.0
109,Leningradskiy,RU,2020-02-24 05:55:47,69.38,178.42,-17.72,69,57,3.78,broken clouds,0.0,0.0
110,Redondela,ES,2020-02-24 05:55:47,42.28,-8.61,52.0,81,0,6.93,clear sky,0.0,0.0
111,Erzin,TR,2020-02-24 05:55:47,36.96,36.2,52.0,100,75,9.17,broken clouds,0.0,0.0
112,Cap Malheureux,MU,2020-02-24 05:55:48,-19.98,57.61,82.4,78,20,4.14,few clouds,0.0,0.0
113,Saint-Philippe,RE,2020-02-24 05:55:48,-21.36,55.77,84.2,65,45,5.82,scattered clouds,0.0,0.0
114,Lorengau,PG,2020-02-24 05:55:48,-2.02,147.27,84.31,69,69,3.13,broken clouds,0.0,0.0
115,Ponta Do Sol,PT,2020-02-24 05:55:48,32.67,-17.1,70.0,67,20,21.92,few clouds,0.0,0.0
116,Harper,LR,2020-02-24 05:55:48,4.38,-7.72,78.01,95,100,3.02,overcast clouds,0.0,0.0
117,Faanui,PF,2020-02-24 05:54:13,-16.48,-151.75,83.3,73,19,11.68,light rain,0.005118110236220473,0.0
118,Gimli,CA,2020-02-24 05:52:02,50.63,-96.99,23.0,83,46,5.99,scattered clouds,0.0,0.0
119,Fort Nelson,CA,2020-02-24 05:55:49,58.81,-122.7,12.2,78,75,3.36,broken clouds,0.0,0.0
120,Bethel,US,2020-02-24 05:55:49,41.37,-73.41,43.0,38,1,8.05,clear sky,0.0,0.0
121,Port Alfred,ZA,2020-02-24 05:55:49,-33.59,26.89,66.0,80,0,2.71,clear sky,0.0,0.0
122,Macas,EC,2020-02-24 05:55:50,-2.32,-78.12,62.58,98,100,1.68,overcast clouds,0.0,0.0
123,Esperance,AU,2020-02-24 05:51:24,-33.87,121.9,82.4,51,40,14.99,scattered clouds,0.0,0.0
124,Los Llanos De Aridane,ES,2020-02-24 05:55:50,28.66,-17.92,71.6,46,34,8.32,haze,0.0,0.0
125,Imbituba,BR,2020-02-24 05:55:50,-28.24,-48.67,68.0,94,32,4.7,scattered clouds,0.0,0.0
126,Ketchikan,US,2020-02-24 05:55:50,55.34,-131.65,35.6,92,75,11.41,broken clouds,0.0,0.0
127,San Patricio,MX,2020-02-24 05:55:51,19.22,-104.7,75.76,81,0,9.4,clear sky,0.0,0.0
128,Cherskiy,RU,2020-02-24 05:55:51,68.75,161.3,-25.73,88,57,3.65,broken clouds,0.0,0.0
129,San Cristobal,VE,2020-02-24 05:55:51,7.77,-72.22,78.8,74,75,3.36,broken clouds,0.0,0.0
130,Barrow,US,2020-02-24 05:55:51,71.29,-156.79,-18.4,75,90,12.75,overcast clouds,0.0,0.0
131,Aykhal,RU,2020-02-24 05:55:51,66.0,111.5,14.0,92,40,8.95,scattered clouds,0.0,0.0
132,Maniitsoq,GL,2020-02-24 05:55:52,65.42,-52.9,9.37,68,25,11.72,scattered clouds,0.0,0.0
133,Cangzhou,CN,2020-02-24 05:55:41,38.32,116.87,51.15,57,100,16.62,overcast clouds,0.0,0.0
134,Semnan,IR,2020-02-24 05:55:52,35.57,53.4,53.13,46,80,2.95,broken clouds,0.0,0.0
135,Mecca,SA,2020-02-24 05:54:58,21.43,39.83,71.92,59,39,0.51,scattered clouds,0.0,0.0
136,Kavieng,PG,2020-02-24 05:55:52,-2.57,150.8,84.65,73,12,12.64,few clouds,0.0,0.0
137,Bogande,BF,2020-02-24 05:55:53,12.97,-0.14,70.56,13,0,10.78,clear sky,0.0,0.0
138,San Quintin,MX,2020-02-24 05:55:53,30.48,-115.95,56.64,88,20,11.18,few clouds,0.0,0.0
139,Dali,CN,2020-02-24 05:55:53,25.7,100.18,62.96,39,18,7.2,few clouds,0.0,0.0
140,Mahebourg,MU,2020-02-24 05:55:53,-20.41,57.7,82.4,78,20,3.18,few clouds,0.0,0.0
141,Kwinana,AU,2020-02-24 05:55:53,-32.25,115.77,90.0,54,75,17.22,broken clouds,0.0,0.0
142,Bangolo,CI,2020-02-24 05:55:54,7.01,-7.47,74.37,92,76,2.39,broken clouds,0.0,0.0
143,Nuuk,GL,2020-02-24 05:55:54,64.18,-51.72,14.0,47,100,10.29,light snow,0.0,0.04921259842519685
144,Half Moon Bay,US,2020-02-24 05:55:54,37.46,-122.43,53.01,81,1,17.2,clear sky,0.0,0.0
145,Camacha,PT,2020-02-24 05:55:54,33.08,-16.33,62.6,87,40,13.87,scattered clouds,0.0,0.0
146,Enshi,CN,2020-02-24 05:55:54,30.3,109.48,57.76,81,85,5.32,light rain,0.007480314960629922,0.0
147,Cidreira,BR,2020-02-24 05:55:55,-30.18,-50.21,72.12,75,19,24.27,few clouds,0.0,0.0
148,Riyadh,SA,2020-02-24 05:51:15,24.69,46.72,69.8,64,40,11.41,scattered clouds,0.0,0.0
149,Victoria,HK,2020-02-24 05:55:47,22.29,114.16,80.01,64,20,17.22,few clouds,0.0,0.0
150,Vanino,RU,2020-02-24 05:55:55,49.09,140.25,12.51,85,39,4.16,scattered clouds,0.0,0.0
151,Marathon,US,2020-02-24 05:55:55,44.9,-89.77,33.8,92,1,8.05,clear sky,0.0,0.0
152,Saskylakh,RU,2020-02-24 05:55:56,71.92,114.08,12.9,92,88,11.07,overcast clouds,0.0,0.0
153,Severo-Kurilsk,RU,2020-02-24 05:55:56,50.68,156.12,26.11,95,100,31.97,snow,0.0,0.06653543307086614
154,Dikson,RU,2020-02-24 05:55:56,73.51,80.55,22.77,90,100,26.11,light snow,0.0,0.007480314960629922
155,Kribi,CM,2020-02-24 05:54:00,2.95,9.92,79.0,90,100,4.43,light rain,0.004724409448818898,0.0
156,Dennery,LC,2020-02-24 05:55:56,13.9,-60.89,75.2,88,75,6.93,light intensity shower rain,0.0,0.0
157,Atuona,PF,2020-02-24 05:55:57,-9.8,-139.03,81.23,79,18,14.52,few clouds,0.0,0.0
158,Saint George,US,2020-02-24 05:52:14,37.1,-113.58,48.0,57,0,2.62,clear sky,0.0,0.0
159,Makakilo City,US,2020-02-24 05:55:30,21.35,-158.09,77.0,69,1,4.7,clear sky,0.0,0.0
160,Nizhniy Baskunchak,RU,2020-02-24 05:55:57,48.22,46.83,38.39,92,100,14.97,light rain,0.00984251968503937,0.0
161,Hamilton,US,2020-02-24 05:55:57,39.18,-84.53,42.8,91,1,5.64,clear sky,0.0,0.0
162,Deputatskiy,RU,2020-02-24 05:55:57,69.3,139.9,-18.65,93,0,3.29,clear sky,0.0,0.0
163,Vuktyl,RU,2020-02-24 05:55:58,63.86,57.31,25.61,90,100,16.6,light snow,0.0,0.00984251968503937
164,Kittery,US,2020-02-24 05:55:58,43.09,-70.74,37.99,92,1,14.23,clear sky,0.0,0.0
165,Nikolskoye,RU,2020-02-24 05:55:58,59.7,30.79,35.6,97,90,11.18,overcast clouds,0.0,0.0
166,Pevek,RU,2020-02-24 05:55:58,69.7,170.31,-21.39,92,14,8.08,few clouds,0.0,0.0
167,Sao Filipe,CV,2020-02-24 05:55:58,14.9,-24.5,67.05,83,13,14.56,few clouds,0.0,0.0
168,Nanortalik,GL,2020-02-24 05:55:59,60.14,-45.24,26.37,91,100,10.0,snow,0.0,0.061417322834645675
169,Hithadhoo,MV,2020-02-24 05:55:59,-0.6,73.08,83.39,78,39,12.15,scattered clouds,0.0,0.0
170,Ryazhsk,RU,2020-02-24 05:55:59,53.7,40.11,25.36,92,23,9.06,few clouds,0.0,0.0
171,Bosaso,SO,2020-02-24 05:55:59,11.28,49.18,78.8,100,40,5.82,scattered clouds,0.0,0.0
172,Port-Gentil,GA,2020-02-24 05:55:59,-0.72,8.78,78.8,100,20,6.71,few clouds,0.0,0.0
173,Dulce Nombre,HN,2020-02-24 05:56:00,14.85,-88.83,60.44,97,35,1.25,scattered clouds,0.0,0.0
174,Pangnirtung,CA,2020-02-24 05:56:00,66.15,-65.71,-31.99,97,100,0.81,overcast clouds,0.0,0.0
175,Longyearbyen,SJ,2020-02-24 05:56:00,78.22,15.64,-2.2,77,20,2.24,few clouds,0.0,0.0
176,Vostok,RU,2020-02-24 05:56:00,46.49,135.88,22.15,89,100,4.79,light snow,0.0,0.014960629921259844
177,Qandala,SO,2020-02-24 05:56:00,11.47,49.87,76.44,63,38,5.61,scattered clouds,0.0,0.0
178,Carndonagh,IE,2020-02-24 05:56:00,55.25,-7.27,32.81,100,100,10.67,snow,0.0,0.3641732283464567
179,Bara,NG,2020-02-24 05:56:01,10.37,10.73,63.68,24,0,7.02,clear sky,0.0,0.0
180,Chernyshevskiy,RU,2020-02-24 05:56:01,63.01,112.47,18.66,91,100,12.35,light snow,0.0,0.014960629921259844
181,Taybad,IR,2020-02-24 05:56:01,34.74,60.78,55.83,55,0,1.14,clear sky,0.0,0.0
182,Urucui,BR,2020-02-24 05:56:01,-7.23,-44.56,72.84,90,27,0.87,scattered clouds,0.0,0.0
183,Kununurra,AU,2020-02-24 05:56:02,-15.77,128.73,104.0,23,40,8.05,scattered clouds,0.0,0.0
184,Karratha,AU,2020-02-24 05:56:02,-20.74,116.85,84.67,70,80,12.12,broken clouds,0.0,0.0
185,Malmesbury,ZA,2020-02-24 05:56:02,-33.46,18.73,69.01,67,0,11.41,clear sky,0.0,0.0
186,Sunndalsora,NO,2020-02-24 05:56:02,62.68,8.55,33.8,94,75,23.04,light shower snow,0.0,0.0
187,Kuremaa,EE,2020-02-24 05:56:03,58.74,26.54,35.01,81,15,11.41,few clouds,0.0,0.0
188,Bom Jesus,BR,2020-02-24 05:56:03,-9.07,-44.36,71.24,90,60,0.22,broken clouds,0.0,0.0
189,Natalinsk,RU,2020-02-24 05:56:03,56.47,57.87,25.02,90,100,14.83,light snow,0.0,0.005118110236220473
190,Pandan,PH,2020-02-24 05:56:03,14.05,124.17,81.77,72,8,15.23,light rain,0.03188976377952756,0.0
