City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches (last 3 hrs),Snow inches (last 3 hrs)
191,Guarapari,BR,2020-02-24 05:56:03,-20.67,-40.5,75.0,88,75,3.98,broken clouds,0.0,0.0
192,Luanda,AO,2020-02-24 05:56:03,-8.84,13.23,78.8,88,75,2.24,broken clouds,0.0,0.0
193,Kindu,CD,2020-02-24 05:56:04,-2.95,25.95,72.32,98,100,3.89,light rain,0.04921259842519685,0.0
194,Pringsewu,ID,2020-02-24 05:56:04,-5.36,104.97,86.81,59,14,8.01,few clouds,0.0,0.0
195,Thompson,CA,2020-02-24 05:56:04,55.74,-97.86,10.4,78,90,3.36,light snow,0.0,0.0
196,Chulman,RU,2020-02-24 05:56:04,56.85,124.91,10.85,85,100,10.85,light snow,0.0,0.005118110236220473
197,Lumeje,AO,2020-02-24 05:56:04,-11.55,20.78,68.0,89,100,8.01,light rain,0.022047244094488192,0.0
198,Port Hedland,AU,2020-02-24 05:56:05,-20.32,118.57,95.0,50,75,12.75,broken clouds,0.0,0.0
199,Moose Factory,CA,2020-02-24 05:56:05,51.26,-80.61,21.2,85,90,9.17,light snow,0.0,0.0
200,Doka,SD,2020-02-24 05:56:05,13.52,35.77,75.06,45,0,4.88,clear sky,0.0,0.0
201,Sitka,US,2020-02-24 05:56:05,57.05,-135.33,30.2,80,40,8.05,scattered clouds,0.0,0.0
202,Wahpeton,US,2020-02-24 05:56:05,46.27,-96.61,24.8,92,0,5.82,clear sky,0.0,0.0
203,Dingle,PH,2020-02-24 05:56:05,11.0,122.67,84.43,65,55,15.55,light rain,0.00984251968503937,0.0
204,Alice Springs,AU,2020-02-24 05:56:06,-23.7,133.88,95.0,17,43,17.22,scattered clouds,0.0,0.0
205,Komsomolskiy,UZ,2020-02-24 05:56:06,40.43,71.72,48.2,81,75,11.41,shower rain,0.0,0.0
206,Gornopravdinsk,RU,2020-02-24 05:56:06,60.05,69.9,23.05,91,97,10.71,overcast clouds,0.0,0.0
207,Hasaki,JP,2020-02-24 05:56:06,35.73,140.83,63.0,41,20,6.93,few clouds,0.0,0.0
208,Geraldton,AU,2020-02-24 05:52:18,-28.77,114.6,84.2,54,0,18.34,light rain,0.024803149606299216,0.0
209,Tsiroanomandidy,MG,2020-02-24 05:56:07,-18.77,46.03,75.18,85,56,3.85,light rain,0.005118110236220473,0.0
210,Asau,RO,2020-02-24 05:56:07,46.43,26.4,54.0,81,75,12.75,light rain,0.0,0.0
211,Naze,JP,2020-02-24 05:56:07,28.37,129.48,68.0,56,0,3.36,clear sky,0.0,0.0
212,Sindor,RU,2020-02-24 05:56:07,62.86,51.89,26.6,91,100,13.51,light snow,0.0,0.00984251968503937
213,Clyde River,CA,2020-02-24 05:56:08,70.47,-68.59,-16.6,75,90,14.99,light snow,0.0,0.0
214,Tonantins,BR,2020-02-24 05:56:08,-2.87,-67.8,73.33,98,100,1.19,moderate rain,0.13543307086614173,0.0
215,Dhana,IN,2020-02-24 05:56:08,23.75,78.85,78.96,30,0,6.96,clear sky,0.0,0.0
216,Avera,US,2020-02-24 05:56:08,33.19,-82.53,53.01,81,75,3.49,broken clouds,0.0,0.0
217,Iqaluit,CA,2020-02-24 05:56:08,63.75,-68.51,-27.0,67,20,3.36,few clouds,0.0,0.0
218,Quang Ngai,VN,2020-02-24 05:53:02,15.12,108.8,73.29,75,4,9.42,clear sky,0.0,0.0
219,Abu Dhabi,AE,2020-02-24 05:51:48,24.47,54.37,75.2,69,100,8.05,overcast clouds,0.0,0.0
220,Hambantota,LK,2020-02-24 05:56:09,6.12,81.12,87.8,70,40,16.11,scattered clouds,0.0,0.0
221,Apiai,BR,2020-02-24 05:56:09,-24.51,-48.84,57.87,96,64,1.45,broken clouds,0.0,0.0
222,Korgen,NO,2020-02-24 05:56:09,66.08,13.82,32.0,63,40,17.22,light shower snow,0.0,0.0
223,Cabedelo,BR,2020-02-24 05:56:10,-6.98,-34.83,78.8,88,20,4.7,few clouds,0.0,0.0
224,Cayenne,GF,2020-02-24 05:55:32,4.93,-52.33,78.8,88,75,9.17,broken clouds,0.0,0.0
225,Olonets,RU,2020-02-24 05:56:10,60.98,32.97,32.43,92,100,7.61,overcast clouds,0.0,0.0
226,Port Keats,AU,2020-02-24 05:56:10,-14.25,129.55,91.38,60,100,12.75,overcast clouds,0.0,0.0
227,Tura,IN,2020-02-24 05:56:10,25.52,90.22,86.92,30,100,2.1,overcast clouds,0.0,0.0
228,Beihai,CN,2020-02-24 05:56:10,21.48,109.1,68.97,84,0,8.77,clear sky,0.0,0.0
229,Colwyn Bay,GB,2020-02-24 05:56:11,53.29,-3.73,50.0,93,100,32.21,heavy intensity rain,0.0,0.0
230,Bengkulu,ID,2020-02-24 05:55:36,-3.8,102.27,92.75,48,7,3.11,clear sky,0.0,0.0
231,Okhotsk,RU,2020-02-24 05:56:11,59.38,143.3,-2.16,79,69,5.3,broken clouds,0.0,0.0
232,Ostashkov,RU,2020-02-24 05:56:11,57.15,33.11,32.45,97,100,8.61,light snow,0.0,0.03700787401574803
233,Palmer,US,2020-02-24 05:56:12,42.16,-72.33,37.0,85,1,3.36,clear sky,0.0,0.0
234,Maragogi,BR,2020-02-24 05:53:36,-9.01,-35.22,81.66,78,66,14.29,light rain,0.01968503937007874,0.0
235,Andijon,UZ,2020-02-24 05:56:12,40.78,72.34,48.2,87,90,8.95,mist,0.0,0.0
236,Takoradi,GH,2020-02-24 05:56:12,4.88,-1.76,77.11,94,32,2.44,scattered clouds,0.0,0.0
237,San Luis,AR,2020-02-24 05:55:36,-33.3,-66.34,70.18,44,0,18.9,clear sky,0.0,0.0
238,Shirokiy,RU,2020-02-24 05:56:13,49.76,129.52,17.35,88,100,10.07,overcast clouds,0.0,0.0
239,Yuzhno-Kurilsk,RU,2020-02-24 05:56:13,44.03,145.86,26.96,62,86,16.71,overcast clouds,0.0,0.0
240,Kaduqli,SD,2020-02-24 05:53:51,11.02,29.72,74.28,14,34,18.68,scattered clouds,0.0,0.0
241,Dubbo,AU,2020-02-24 05:56:13,-32.25,148.62,80.6,44,90,3.36,overcast clouds,0.0,0.0
242,Carnarvon,AU,2020-02-24 05:56:13,-24.87,113.63,84.2,54,0,12.75,clear sky,0.0,0.0
243,Goroka,PG,2020-02-24 05:56:14,-6.08,145.39,69.17,73,100,3.33,light rain,0.01968503937007874,0.0
244,Pitimbu,BR,2020-02-24 05:56:14,-7.47,-34.81,78.8,88,20,4.7,few clouds,0.0,0.0
245,Baruun-Urt,MN,2020-02-24 05:56:14,46.68,113.28,15.28,83,100,10.51,overcast clouds,0.0,0.0
246,Jiayuguan,CN,2020-02-24 05:56:14,39.82,98.3,48.78,17,0,6.22,clear sky,0.0,0.0
247,Svetlyy,RU,2020-02-24 05:56:15,54.67,20.13,41.0,80,75,15.66,broken clouds,0.0,0.0
248,Honningsvag,NO,2020-02-24 05:56:15,70.98,25.97,35.6,97,90,26.4,overcast clouds,0.0,0.0
249,Roald,NO,2020-02-24 05:56:15,62.58,6.13,35.01,94,90,11.41,light snow,0.0,0.0
250,Lagos,NG,2020-02-24 05:56:15,6.58,3.75,82.4,94,40,8.05,scattered clouds,0.0,0.0
251,Carutapera,BR,2020-02-24 05:56:15,-1.2,-46.02,81.79,81,52,11.14,light rain,0.007480314960629922,0.0
252,Narsaq,GL,2020-02-24 05:56:16,60.92,-46.05,21.2,85,100,3.36,light snow,0.0,0.0
253,Kongolo,CD,2020-02-24 05:55:15,-5.38,27.0,72.32,95,97,5.44,overcast clouds,0.0,0.0
254,Vangaindrano,MG,2020-02-24 05:56:16,-23.35,47.6,82.47,78,94,2.21,overcast clouds,0.0,0.0
255,Inhambane,MZ,2020-02-24 05:56:16,-23.86,35.38,77.0,69,75,13.87,broken clouds,0.0,0.0
256,Lebu,CL,2020-02-24 05:56:16,-37.62,-73.65,53.53,98,23,4.29,few clouds,0.0,0.0
257,Garachine,PA,2020-02-24 05:56:17,8.06,-78.36,77.43,82,33,16.89,scattered clouds,0.0,0.0
258,Mahanoro,MG,2020-02-24 05:56:17,-19.9,48.8,80.46,82,70,9.26,broken clouds,0.0,0.0
259,Casper,US,2020-02-24 05:56:17,42.87,-106.31,32.0,72,1,26.4,clear sky,0.0,0.0
260,Guaruja,BR,2020-02-24 05:56:17,-23.99,-46.26,73.0,82,90,5.82,overcast clouds,0.0,0.0
261,Vestmannaeyjar,IS,2020-02-24 05:56:17,63.44,-20.27,40.24,64,100,21.09,light snow,0.0,0.046850393700787404
262,Christchurch,NZ,2020-02-24 05:56:18,-43.53,172.63,64.99,68,9,23.04,clear sky,0.0,0.0
263,Kaitangata,NZ,2020-02-24 05:56:18,-46.28,169.85,64.0,64,46,7.0,scattered clouds,0.0,0.0
264,Bogorodskoye,RU,2020-02-24 05:56:18,56.55,37.88,32.02,94,99,12.5,light snow,0.0,0.01732283464566929
265,Mokshan,RU,2020-02-24 05:56:18,53.44,44.61,35.01,68,78,11.25,broken clouds,0.0,0.0
266,Lucea,JM,2020-02-24 05:56:19,18.45,-78.17,78.8,65,20,3.36,few clouds,0.0,0.0
267,Paso De Los Toros,UY,2020-02-24 05:56:19,-32.82,-56.52,63.09,76,0,12.53,clear sky,0.0,0.0
268,Tiksi,RU,2020-02-24 05:56:19,71.69,128.87,-3.64,87,98,7.31,overcast clouds,0.0,0.0
269,Bubaque,GW,2020-02-24 05:56:19,11.28,-15.83,80.2,65,93,7.76,overcast clouds,0.0,0.0
270,Jalu,LY,2020-02-24 05:56:19,29.03,21.55,50.9,75,43,6.31,scattered clouds,0.0,0.0
271,Notre-Dame-Du-Lac,CA,2020-02-24 05:56:20,47.61,-68.8,28.4,68,1,5.82,clear sky,0.0,0.0
272,Liverpool,GB,2020-02-24 05:54:27,53.41,-2.98,42.01,93,90,16.11,moderate rain,0.0,0.0
273,Mar Del Plata,AR,2020-02-24 05:53:54,-38.0,-57.56,64.99,93,0,12.75,clear sky,0.0,0.0
274,Kangaba,ML,2020-02-24 05:56:20,11.93,-8.42,72.68,16,51,5.37,broken clouds,0.0,0.0
275,Gat,IL,2020-02-24 05:56:20,31.61,34.76,52.0,87,40,1.12,scattered clouds,0.0,0.0
276,Avanigadda,IN,2020-02-24 05:56:20,16.02,80.92,86.0,62,40,5.82,haze,0.0,0.0
277,Kafue,ZM,2020-02-24 05:56:21,-15.77,28.18,69.4,95,100,9.75,moderate rain,0.1551181102362205,0.0
278,Seoul,KR,2020-02-24 05:54:30,37.57,126.98,55.4,40,20,5.82,few clouds,0.0,0.0
279,Iwaki,JP,2020-02-24 05:56:21,37.05,140.88,57.99,31,20,17.22,few clouds,0.0,0.0
280,Faya,SA,2020-02-24 05:56:21,18.39,42.45,62.6,77,20,5.82,few clouds,0.0,0.0
281,Oistins,BB,2020-02-24 05:56:21,13.07,-59.53,78.8,83,20,13.87,few clouds,0.0,0.0
282,Saint-Augustin,CA,2020-02-24 05:56:22,51.23,-58.65,9.59,82,66,6.04,broken clouds,0.0,0.0
283,Ferme-Neuve,CA,2020-02-24 05:56:22,46.7,-75.45,29.3,85,52,8.52,broken clouds,0.0,0.0
284,Alekseyevka,RU,2020-02-24 05:56:22,50.63,38.69,34.54,98,100,10.45,light snow,0.0,0.01732283464566929
285,Sabang,ID,2020-02-24 05:56:22,5.89,95.32,82.24,77,24,23.31,few clouds,0.0,0.0
286,Monrovia,LR,2020-02-24 05:56:19,6.3,-10.8,75.2,94,75,8.05,mist,0.0,0.0
287,Kavaratti,IN,2020-02-24 05:56:23,10.57,72.64,86.0,70,20,4.7,few clouds,0.0,0.0
288,Laguna,US,2020-02-24 05:56:23,38.42,-121.42,55.0,87,1,1.9,clear sky,0.0,0.0
289,Quatre Cocos,MU,2020-02-24 05:56:23,-20.21,57.76,82.4,78,20,1.99,few clouds,0.0,0.0
290,Torbat-E Jam,IR,2020-02-24 05:56:23,35.24,60.62,56.34,43,0,2.86,clear sky,0.0,0.0
291,Noumea,NC,2020-02-24 05:53:12,-22.28,166.46,86.0,58,75,17.22,broken clouds,0.0,0.0
292,Camana,PE,2020-02-24 05:56:23,-16.62,-72.71,68.67,84,79,2.75,broken clouds,0.0,0.0
293,Gobabis,NA,2020-02-24 05:56:24,-22.45,18.97,66.2,81,53,8.93,light rain,0.005118110236220473,0.0
294,Tuy Hoa,VN,2020-02-24 05:53:36,13.08,109.3,73.33,82,65,18.41,light rain,0.005118110236220473,0.0
295,Den Helder,NL,2020-02-24 05:56:24,52.96,4.76,43.0,86,90,9.17,overcast clouds,0.0,0.0
296,Cruzilia,BR,2020-02-24 05:56:24,-21.84,-44.81,58.68,94,100,2.86,overcast clouds,0.0,0.0
297,Crotone,IT,2020-02-24 05:56:24,39.09,17.12,48.74,63,6,1.28,clear sky,0.0,0.0
298,Assiniboia,CA,2020-02-24 05:56:25,49.63,-105.98,21.65,83,100,8.01,overcast clouds,0.0,0.0
299,Key West,US,2020-02-24 05:56:25,24.56,-81.78,72.0,60,20,8.05,few clouds,0.0,0.0
300,Yulara,AU,2020-02-24 05:56:25,-25.24,130.99,98.6,9,0,16.11,clear sky,0.0,0.0
301,Sisimiut,GL,2020-02-24 05:56:25,66.94,-53.67,-7.28,90,64,3.98,broken clouds,0.0,0.0
302,Solothurn,CH,2020-02-24 05:56:25,47.21,7.54,55.4,81,75,5.82,broken clouds,0.0,0.0
303,Redding,US,2020-02-24 05:56:26,40.59,-122.39,48.2,74,20,3.36,few clouds,0.0,0.0
304,Hami,CN,2020-02-24 05:56:26,42.8,93.45,41.4,35,11,4.79,few clouds,0.0,0.0
305,Aitape,PG,2020-02-24 05:56:26,-3.14,142.35,83.59,76,64,11.74,broken clouds,0.0,0.0
306,Ugra,RU,2020-02-24 05:56:26,54.78,34.33,29.97,92,59,5.73,broken clouds,0.0,0.0
307,Atar,MR,2020-02-24 05:56:26,20.52,-13.05,74.16,23,97,7.45,overcast clouds,0.0,0.0
308,Warrington,GB,2020-02-24 05:56:27,53.39,-2.58,42.01,93,90,16.11,moderate rain,0.0,0.0
309,Marang,MY,2020-02-24 05:56:27,5.21,103.21,84.2,74,40,8.05,scattered clouds,0.0,0.0
310,Saldanha,ZA,2020-02-24 05:56:27,-33.01,17.94,66.2,45,0,4.7,clear sky,0.0,0.0
311,Pisco,PE,2020-02-24 05:56:27,-13.7,-76.22,75.2,83,90,4.7,overcast clouds,0.0,0.0
312,Thai Nguyen,VN,2020-02-24 05:56:28,21.59,105.84,77.0,61,40,6.93,scattered clouds,0.0,0.0
313,Chauk,MM,2020-02-24 05:56:28,20.88,94.82,86.27,21,0,7.96,clear sky,0.0,0.0
314,Luderitz,NA,2020-02-24 05:56:28,-26.65,15.16,67.05,73,0,15.17,clear sky,0.0,0.0
315,Usinsk,RU,2020-02-24 05:56:28,65.99,57.53,26.49,88,100,26.96,light snow,0.0,0.005118110236220473
316,Retiro,AR,2020-02-24 05:56:28,-34.58,-58.38,73.4,60,0,10.29,clear sky,0.0,0.0
317,Pangai,TO,2020-02-24 05:56:29,-19.8,-174.35,84.2,83,20,8.05,few clouds,0.0,0.0
318,Rassvet,RU,2020-02-24 05:56:29,46.83,40.75,41.5,82,100,14.67,light rain,0.007480314960629922,0.0
319,Santa Cruz,BO,2020-02-24 05:54:39,-17.8,-63.17,71.6,78,75,3.36,broken clouds,0.0,0.0
320,Muravlenko,RU,2020-02-24 05:56:29,63.79,74.52,27.21,86,100,28.12,overcast clouds,0.0,0.0
321,Labuhan,ID,2020-02-24 05:56:29,-6.88,112.21,85.53,76,8,5.23,moderate rain,0.21417322834645672,0.0
322,Yekepa,LR,2020-02-24 05:56:30,7.58,-8.54,72.05,98,83,1.86,broken clouds,0.0,0.0
323,Khandagayty,RU,2020-02-24 05:56:30,50.73,92.05,12.9,93,100,3.87,light snow,0.0,0.012204724409448819
324,Kisesa,TZ,2020-02-24 05:56:30,-3.08,34.15,70.05,79,100,4.47,overcast clouds,0.0,0.0
325,Mopipi,BW,2020-02-24 05:56:30,-21.18,24.88,69.17,75,99,18.61,light rain,0.029527559055118113,0.0
326,Poum,NC,2020-02-24 05:56:30,-20.23,164.02,81.03,72,65,19.69,broken clouds,0.0,0.0
327,Kyzyl-Suu,KG,2020-02-24 05:56:31,42.34,78.0,34.7,81,98,4.56,overcast clouds,0.0,0.0
328,Kenitra,MA,2020-02-24 05:56:31,34.26,-6.58,62.01,93,0,4.7,clear sky,0.0,0.0
329,Smolenka,RU,2020-02-24 05:56:31,52.14,113.5,24.8,38,0,4.47,clear sky,0.0,0.0
330,Calabozo,VE,2020-02-24 05:56:31,8.92,-67.43,75.76,68,39,4.88,scattered clouds,0.0,0.0
331,Touros,BR,2020-02-24 05:56:31,-5.2,-35.46,77.0,94,40,3.36,scattered clouds,0.0,0.0
332,Khandyga,RU,2020-02-24 05:56:32,62.67,135.6,0.39,92,100,2.82,light snow,0.0,0.007480314960629922
333,Bowen,AU,2020-02-24 05:56:32,-20.02,148.23,84.0,78,75,6.93,broken clouds,0.0,0.0
334,Springdale,US,2020-02-24 05:55:16,36.19,-94.13,48.2,93,90,12.75,moderate rain,0.0,0.0
335,Iracoubo,GF,2020-02-24 05:56:32,5.48,-53.2,78.26,84,99,17.18,light rain,0.014960629921259844,0.0
336,Puerto Varas,CL,2020-02-24 05:56:33,-41.32,-72.99,48.99,91,72,3.96,light rain,0.01968503937007874,0.0
337,Manggar,ID,2020-02-24 05:56:33,-2.88,108.27,82.98,79,0,14.58,clear sky,0.0,0.0
338,Fairbanks,US,2020-02-24 05:53:12,64.84,-147.72,-5.8,83,1,1.68,clear sky,0.0,0.0
339,Neryungri,RU,2020-02-24 05:56:33,56.67,124.65,9.88,83,99,16.75,light snow,0.0,0.005118110236220473
340,Calvia,ES,2020-02-24 05:56:33,39.57,2.51,59.0,93,0,3.36,clear sky,0.0,0.0
341,Tasiilaq,GL,2020-02-24 05:56:34,65.61,-37.64,8.6,65,15,4.7,few clouds,0.0,0.0
342,Thinadhoo,MV,2020-02-24 05:56:34,0.53,72.93,83.32,79,63,14.99,light rain,0.007480314960629922,0.0
343,Nanpiao,CN,2020-02-24 05:56:34,41.1,120.75,43.5,31,99,13.33,overcast clouds,0.0,0.0
344,Gamba,GA,2020-02-24 05:56:34,-2.65,10.0,77.29,91,98,4.7,overcast clouds,0.0,0.0
345,Goma,CD,2020-02-24 05:55:05,-1.68,29.22,66.2,77,75,6.93,broken clouds,0.0,0.0
346,Shingu,JP,2020-02-24 05:56:35,33.73,135.98,57.2,42,0,11.41,clear sky,0.0,0.0
347,Sao Lourenco Do Sul,BR,2020-02-24 05:56:35,-31.37,-51.98,61.0,89,23,14.47,few clouds,0.0,0.0
348,Ostrovnoy,RU,2020-02-24 05:56:35,68.05,39.51,22.3,91,100,5.86,overcast clouds,0.0,0.0
349,Nantucket,US,2020-02-24 05:56:35,41.28,-70.1,39.99,78,1,5.82,clear sky,0.0,0.0
350,Artyom,AZ,2020-02-24 05:56:35,40.47,50.33,46.4,81,90,9.17,overcast clouds,0.0,0.0
351,Dalen,NL,2020-02-24 05:56:36,52.7,6.76,39.99,86,75,4.7,broken clouds,0.0,0.0
352,Port Macquarie,AU,2020-02-24 05:56:36,-31.43,152.92,78.01,94,75,3.36,light intensity shower rain,0.0,0.0
353,Wanning,CN,2020-02-24 05:56:36,18.8,110.4,76.21,70,27,6.11,light rain,0.00984251968503937,0.0
354,Te Anau,NZ,2020-02-24 05:56:36,-45.42,167.72,58.64,66,10,9.26,clear sky,0.0,0.0
355,Beloha,MG,2020-02-24 05:56:36,-25.17,45.05,77.31,84,81,2.89,broken clouds,0.0,0.0
356,Acapulco,MX,2020-02-24 05:56:36,16.86,-99.89,78.8,83,5,6.93,clear sky,0.0,0.0
357,Varzea Da Palma,BR,2020-02-24 05:54:38,-17.6,-44.73,69.04,90,100,11.45,overcast clouds,0.0,0.0
358,Colesberg,ZA,2020-02-24 05:56:37,-30.72,25.1,58.86,53,0,10.85,clear sky,0.0,0.0
359,Pauini,BR,2020-02-24 05:56:37,-7.71,-66.98,72.23,99,97,1.79,light rain,0.04921259842519685,0.0
360,Waingapu,ID,2020-02-24 05:56:37,-9.66,120.26,84.36,76,100,18.01,overcast clouds,0.0,0.0
361,Sakakah,SA,2020-02-24 05:56:37,29.97,40.21,53.6,46,100,4.7,overcast clouds,0.0,0.0
362,Yar-Sale,RU,2020-02-24 05:56:38,66.83,70.83,27.91,86,100,26.55,overcast clouds,0.0,0.0
363,Yumen,CN,2020-02-24 05:56:38,40.28,97.2,47.05,19,6,6.2,clear sky,0.0,0.0
364,Eureka,US,2020-02-24 05:55:41,40.8,-124.16,46.99,87,20,8.05,few clouds,0.0,0.0
365,Umred,IN,2020-02-24 05:56:38,20.85,79.33,78.8,57,13,4.7,mist,0.0,0.0
366,Ashland,US,2020-02-24 05:56:01,40.82,-82.27,41.0,51,1,4.7,clear sky,0.0,0.0
367,Sinnamary,GF,2020-02-24 05:56:39,5.38,-52.95,78.26,84,99,17.18,light rain,0.014960629921259844,0.0
368,Phalodi,IN,2020-02-24 05:56:39,27.13,72.37,76.5,29,0,4.9,clear sky,0.0,0.0
369,Kitgum,UG,2020-02-24 05:56:39,3.28,32.89,83.98,28,86,6.71,overcast clouds,0.0,0.0
370,Kotido,UG,2020-02-24 05:56:39,2.98,34.13,79.83,28,100,17.9,overcast clouds,0.0,0.0
371,Tautira,PF,2020-02-24 05:56:39,-17.73,-149.15,82.4,74,40,5.82,scattered clouds,0.0,0.0
372,Riohacha,CO,2020-02-24 05:56:40,11.54,-72.91,72.54,90,8,6.69,clear sky,0.0,0.0
373,Yerbogachen,RU,2020-02-24 05:52:34,61.28,108.01,20.01,85,100,13.98,overcast clouds,0.0,0.0
374,Mao,ES,2020-02-24 05:56:40,39.89,4.27,50.0,93,0,5.82,clear sky,0.0,0.0
375,Flinders,AU,2020-02-24 05:56:40,-34.58,150.86,84.0,54,20,16.11,few clouds,0.0,0.0
376,Grand Gaube,MU,2020-02-24 05:56:40,-20.01,57.66,82.4,78,20,4.14,few clouds,0.0,0.0
377,Shenkursk,RU,2020-02-24 05:56:40,62.11,42.9,33.04,92,96,10.87,light snow,0.0,0.014960629921259844
378,Berekua,DM,2020-02-24 05:56:41,15.23,-61.32,78.48,79,2,11.21,light rain,0.005118110236220473,0.0
379,Paramonga,PE,2020-02-24 05:56:41,-10.67,-77.83,72.66,86,72,7.99,broken clouds,0.0,0.0
380,Dargaville,NZ,2020-02-24 05:56:41,-35.93,173.88,67.1,61,0,7.65,clear sky,0.0,0.0
381,Haapiti,PF,2020-02-24 05:56:41,-17.57,-149.87,82.4,74,40,5.82,scattered clouds,0.0,0.0
382,Caldwell,US,2020-02-24 05:56:41,43.66,-116.69,39.2,41,1,19.46,clear sky,0.0,0.0
383,Dogondoutchi,NE,2020-02-24 05:56:42,13.64,4.03,70.66,16,0,14.81,clear sky,0.0,0.0
